uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
3dce4335-f403-47eb-adad-8e45facd8025,D05,UNDE,UNDE_044,UNDE_044.basePlot.bgc,2024-07-16T13:38:00Z,2024-07-16T13:38:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_044-O-23-20240716,UNDE_044-O-20240716-COMP,B00000155554,OK,2024-07-16T13:38:00Z,0009-0008-2811-4380,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
3a148783-df56-41a5-9f13-185150575405,D05,UNDE,UNDE_044,UNDE_044.basePlot.bgc,2024-07-16T13:38:00Z,2024-07-16T15:31:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_044-M-39-20240716|UNDE_044-M-21-20240716|UNDE_044-M-23-20240716,UNDE_044-M-20240716-COMP,B00000155553,OK,2024-07-16T15:31:00Z,0009-0008-2811-4380,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
eb95b656-7ea1-4a92-a38a-95e04fa9e4de,D05,UNDE,UNDE_006,UNDE_006.basePlot.bgc,2024-07-16T16:16:00Z,2024-07-16T17:00:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_006-M-21-20240716|UNDE_006-M-23-20240716,UNDE_006-M-20240716-COMP,B00000178840,OK,2024-07-16T17:00:00Z,0009-0008-2811-4380,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
7f4d8311-46ae-4caa-af8b-6b805ad33293,D05,UNDE,UNDE_038,UNDE_038.basePlot.bgc,2024-07-16T16:48:00Z,2024-07-16T18:04:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_038-O-21-20240716|UNDE_038-O-23-20240716|UNDE_038-O-41-20240716,UNDE_038-O-20240716-COMP,B00000178815,OK,2024-07-16T18:04:00Z,0009-0008-2811-4380,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
0aa6f484-2d63-4457-a77e-5b82fffe4efd,D05,UNDE,UNDE_038,UNDE_038.basePlot.bgc,2024-07-16T18:04:00Z,2024-07-16T18:04:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_038-M-41-20240716,UNDE_038-M-20240716-COMP,B00000178808,OK,2024-07-16T18:04:00Z,0009-0008-2811-4380,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
eb7f6c3a-dbb8-4400-9146-9e6dcb80ea8a,D05,UNDE,UNDE_008,UNDE_008.basePlot.bgc,2024-07-16T18:30:00Z,2024-07-16T21:30:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_008-M-21-20240716|UNDE_008-M-41-20240716|UNDE_008-M-23-20240716,UNDE_008-M-20240716-COMP,B00000178830,OK,2024-07-16T21:30:00Z,0009-0008-2811-4380,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
dca93c63-115d-444c-9fc7-475f1e863ea8,D05,UNDE,UNDE_037,UNDE_037.basePlot.bgc,2024-07-16T20:27:00Z,2024-07-17T13:44:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_037-O-41-20240717|UNDE_037-O-23-20240716|UNDE_037-O-39-20240716,UNDE_037-O-20240716-COMP,B00000178804,OK,2024-07-17T13:44:00Z,0000-0002-5484-7763,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
84e4c195-5438-4853-9597-a7f38d5ecbe8,D05,UNDE,UNDE_037,UNDE_037.basePlot.bgc,2024-07-16T20:27:00Z,2024-07-17T13:44:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_037-M-41-20240717|UNDE_037-M-39-20240716|UNDE_037-M-23-20240716,UNDE_037-M-20240716-COMP,B00000178803,OK,2024-07-17T13:44:00Z,0000-0002-5484-7763,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
1d875925-45c8-4892-88d6-c261fec1bed1,D05,UNDE,UNDE_003,UNDE_003.basePlot.bgc,2024-07-18T13:48:00Z,2024-07-18T13:48:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_003-M-21-20240718,UNDE_003-M-20240718-COMP,B00000178852,OK,2024-07-18T13:48:00Z,0000-0002-5484-7763,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
22db936a-e35c-46a4-ac69-be8626be805f,D05,UNDE,UNDE_003,UNDE_003.basePlot.bgc,2024-07-18T13:48:00Z,2024-07-18T15:28:00Z,UNDE.peakGreenness.2024,NEON.DOC.014048vP,UNDE_003-O-21-20240718|UNDE_003-O-23-20240718|UNDE_003-O-41-20240718,UNDE_003-O-20240718-COMP,B00000178846,OK,2024-07-18T15:28:00Z,0000-0002-5484-7763,NA,NA,20251217T193609Z,RELEASE-2026,DP1.10086.001,UNDE,2024,sls_metagenomicsPooling
