uid,domainID,siteID,plotID,namedLocation,startDate,collectDate,eventID,samplingProtocolVersion,genomicsPooledIDList,genomicsSampleID,genomicsSampleCode,sampleCondition,processedDate,processedBy,remarks,genomicsDataQF,publicationDate,release,dpID,site_download,year_download,source_table
23afe405-bb0b-4c83-93d4-d2da7c93fb0d,D11,CLBJ,CLBJ_001,CLBJ_001.basePlot.bgc,2022-04-25T16:20:00Z,2022-04-25T17:36:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_001-M-39-20220425|CLBJ_001-M-41-20220425|CLBJ_001-M-21-20220425,CLBJ_001-M-20220425-COMP,B00000037244,OK,NA,0000-0002-5328-740X,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
0ad32ee4-ed85-4276-8c23-9d68d9434e35,D11,CLBJ,CLBJ_033,CLBJ_033.basePlot.bgc,2022-04-25T16:42:00Z,2022-04-25T17:58:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_033-M-41-20220425|CLBJ_033-M-39-20220425|CLBJ_033-M-21-20220425,CLBJ_033-M-20220425-COMP,B00000037263,OK,NA,0000-0002-0594-4276,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
99204ead-68f3-4d0c-a298-3bdead3d0351,D11,CLBJ,CLBJ_006,CLBJ_006.basePlot.bgc,2022-04-25T18:27:00Z,2022-04-25T19:46:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_006-M-23-20220425|CLBJ_006-M-21-20220425|CLBJ_006-M-39-20220425,CLBJ_006-M-20220425-COMP,B00000037256,OK,NA,0000-0002-5328-740X,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
fd507d81-8357-45d1-a2af-078646cadf59,D11,CLBJ,CLBJ_040,CLBJ_040.basePlot.bgc,2022-04-25T19:17:00Z,2022-04-25T20:50:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_040-M-41-20220425|CLBJ_040-M-21-20220425|CLBJ_040-M-23-20220425,CLBJ_040-M-20220425-COMP,B00000037279,OK,NA,0000-0002-0594-4276,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
51e37d1e-1217-4c5d-a279-56859070be02,D11,CLBJ,CLBJ_002,CLBJ_002.basePlot.bgc,2022-04-26T14:39:00Z,2022-04-26T15:28:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_002-M-41-20220426|CLBJ_002-M-23-20220426|CLBJ_002-M-39-20220426,CLBJ_002-M-20220426-COMP,B00000037248,OK,NA,0000-0002-5328-740X,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
72ed3c76-8921-4a6c-a727-f80dbb241ffb,D11,CLBJ,CLBJ_003,CLBJ_003.basePlot.bgc,2022-04-26T16:04:00Z,2022-04-26T17:06:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_003-M-39-20220426|CLBJ_003-M-23-20220426|CLBJ_003-M-21-20220426,CLBJ_003-M-20220426-COMP,B00000037252,OK,NA,0000-0000-0068-7943,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
92f2ad07-6b24-4bbd-a2da-e14ca5c7ff8b,D11,CLBJ,CLBJ_034,CLBJ_034.basePlot.bgc,2022-04-26T19:00:00Z,2022-04-26T20:07:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_034-M-21-20220426|CLBJ_034-M-39-20220426|CLBJ_034-M-41-20220426,CLBJ_034-M-20220426-COMP,B00000037267,OK,NA,0000-0000-0068-7943,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
554e5fdf-0839-44c7-8f4c-d75369154b79,D11,CLBJ,CLBJ_032,CLBJ_032.basePlot.bgc,2022-04-27T14:48:00Z,2022-04-27T16:11:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_032-M-23-20220427|CLBJ_032-M-41-20220427|CLBJ_032-M-21-20220427,CLBJ_032-M-20220427-COMP,B00000037260,OK,NA,0000-0000-0068-7943,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
f31748d7-5567-426a-9ede-3bc94265967d,D11,CLBJ,CLBJ_038,CLBJ_038.basePlot.bgc,2022-04-27T17:52:00Z,2022-04-27T19:02:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_038-M-41-20220427|CLBJ_038-M-39-20220427|CLBJ_038-M-23-20220427,CLBJ_038-M-20220427-COMP,B00000037275,OK,NA,0000-0000-0068-7943,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
8d03b7cc-4b85-4133-8871-ee00a85234f8,D11,CLBJ,CLBJ_035,CLBJ_035.basePlot.bgc,2022-04-28T14:16:00Z,2022-04-28T15:19:00Z,CLBJ.peakGreenness.2022,NEON.DOC.014048vO,CLBJ_035-M-41-20220428|CLBJ_035-M-21-20220428|CLBJ_035-M-39-20220428,CLBJ_035-M-20220428-COMP,B00000037271,OK,NA,0000-0002-0594-4276,NA,NA,20251217T194041Z,RELEASE-2026,DP1.10086.001,CLBJ,2022,sls_metagenomicsPooling
